PLAZO,CAPITAL,INT CORRIENTE,DÍAS MORA,Cuotas en mora,ESTRATO,INGRESOS MENSUALES,GASTOS MENSUALES,INGRESOS ADICIONALES,PERSONAS A CARGO,NUMERO DE HIJOS,NUM.CREDITOS SOLICITADOS,FECHA DESEMBOLSO,PRÓXIMA FECHA PAGO,TIPO EMPLEO,CIUDAD RESIDENCIA,TRABAJO,TIPO DE VIVIENDA,AÑOS EN LA VIVIENDA,TIPO DE CONTRATO,PERIODO DE PAGO,ESTADO CIVIL,NIVEL EDUCATIVO,TIPO DE VEHICULO,TIEMPO TRABAJO
30,270000,5067.9,778,0,4.0,2100000.0,500000.0,,,,1,7/26/2019,8/25/2019,Empleado,Medellin ,Auxiliar administrativa ,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2017-11-20
30,250000,4692.5,777,1,3.0,1135000.0,200000.0,150000.0,2.0,2.0,1,2/17/2021,3/19/2021,Empleado,medellin,operario logistico de produccion,,entre uno y cinco años,Termino fijo,Quincenal,,,Ninguno,2012-02-01
30,250000,4692.5,777,1,2.0,1500000.0,700000.0,,,,1,2/17/2021,3/19/2021,Empleado,cali,auxiliar,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Moto,2007-12-01
30,350000,6569.5,777,1,3.0,4000000.0,2400000.0,,1.0,1.0,1,2/17/2021,3/19/2021,Empleado,Bogotá,Consultor de software,Familiar,entre uno y cinco años,Indefinido,Mensual,Unión Libre,Profesional,Ninguno,2018-10-22
30,330000,6194.1,777,1,1.0,1200000.0,300000.0,100000.0,1.0,,1,2/17/2021,3/19/2021,Empleado,Soledad,Auxiliar ,Familiar,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Tecnólogo,Ninguno,2017-07-05
30,250000,4692.5,777,0,3.0,1500000.0,800000.0,300000.0,1.0,1.0,1,11/21/2018,12/21/2018,Independiente,Bogotá,Jefe de casting,Arrendada,entre uno y cinco años,,,Unión Libre,Profesional,Ninguno,
30,200000,3754.0,777,0,2.0,1000000.0,600000.0,100000.0,,,1,5/8/2019,6/7/2019,Empleado,Giron,Auxiliar academico,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2017-01-27
30,500000,9385.0,776,1,4.0,3500000.0,2000000.0,,,3.0,1,2/18/2021,3/20/2021,Independiente,Bucaramanga,contadora,Familiar,mas de 5 años,,Mensual,Divorciado/a,Profesional,Ninguno,
30,200000,3754.0,775,0,2.0,2000000.0,2000000.0,,,,1,6/25/2018,7/25/2018,Empleado,bogota,almacen,Familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Moto,2017-01-23
30,154000,2890.58,775,0,4.0,2415000.0,600000.0,700000.0,,,1,1/14/2019,2/13/2019,Empleado,Floridablanca,Junior de impuestos,Familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Postgrado,Ninguno,2018-02-05
30,250000,4692.5,775,0,2.0,1500000.0,900000.0,100000.0,,,1,11/17/2020,12/17/2020,Empleado,Facatativa ,Supervisor,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2015-06-01
30,250000,4692.5,775,0,3.0,,,,0.0,0.0,1,3/22/2017,4/21/2017,Empleado,Bogotá,Auxiliar de archivo,,mas de 5 años,Termino fijo,Quincenal,,,Carro,4 años
30,250000,4692.5,774,0,2.0,1899000.0,800000.0,1200000.0,,,1,6/5/2019,7/5/2019,Empleado,MEDELLIN,CONTADORA,Propia,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2017-02-22
30,200000,3754.0,773,0,3.0,1666666.0,800000.0,100000.0,3.0,3.0,1,12/27/2017,1/26/2018,Empleado,bello,analista de calidad,,mas de 5 años,Termino fijo,Quincenal,,,Ninguno,2017-04-01
30,150000,2815.5,772,0,2.0,2730000.0,600000.0,,,1.0,1,3/27/2018,4/25/2018,Empleado,Pereira,Técnico reparador,Familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,1998-05-18
30,150000,2815.5,771,0,3.0,1500000.0,1350000.0,150000.0,,,1,6/14/2019,7/14/2019,Empleado,Cali,Montacarguista,Propia,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Técnico,Moto,2019-01-09
30,200000,3754.0,770,0,2.0,2730000.0,600000.0,,,1.0,2,3/28/2018,4/27/2018,Empleado,Pereira,Técnico reparador,Familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,1998-05-18
30,250000,4692.5,768,1,4.0,2146144.0,500000.0,300000.0,1.0,1.0,1,2/26/2021,3/28/2021,Empleado,Medellin,ANALISTA DE  OPERACIONES ,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2019-12-30
30,350000,6569.5,768,1,4.0,2000000.0,1000000.0,,,,1,2/26/2021,3/28/2021,Empleado,Bogotá ,Tecnico,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2013-10-15
30,350000,6569.5,768,0,3.0,1100000.0,490000.0,45000.0,1.0,1.0,1,7/16/2019,8/15/2019,Empleado,Arauca arauca,Auxiliar comercial,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2018-07-19
30,250000,4692.5,767,0,3.0,,,,1.0,0.0,1,3/31/2017,4/30/2017,Pensionado,BOGOTA,,,mas de 5 años,,,,,Carro,
30,300000,5631.0,767,0,2.0,3000000.0,1000000.0,1000000.0,2.0,2.0,1,9/3/2019,10/3/2019,Independiente,Bogotá ,Gerente ,Familiar,mas de 5 años,,,Unión Libre,Técnico,Ninguno,
30,300000,5631.0,765,1,4.0,2500000.0,1500000.0,500000.0,,,2,3/1/2021,3/31/2021,Empleado,Manizales,subintendente ,Familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Técnico,Moto,2006-05-04
30,500000,9385.0,765,0,3.0,2500000.0,1500000.0,370000.0,1.0,3.0,1,3/4/2019,4/3/2019,Empleado,bogota,ama de llaves,Familiar,menos de un año,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2018-01-04
30,250000,4692.5,765,0,2.0,1800000.0,500000.0,,1.0,2.0,1,5/20/2019,6/19/2019,Empleado,Buenaventura ,Docente ,Familiar,entre uno y cinco años,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,2008-01-08
30,200000,3754.0,765,0,2.0,2500000.0,1200000.0,350000.0,1.0,1.0,1,6/14/2019,7/14/2019,Independiente,pasto,comerciante,Familiar,entre uno y cinco años,,,Unión Libre,Técnico,Moto,
30,500000,9385.0,764,1,4.0,3070742.0,2700000.0,250000.0,,,1,3/2/2021,4/1/2021,Prestador de servicios,Medellin,Apoyo Admisnitrativo,Propia,entre uno y cinco años,,,Soltero/a,Postgrado,Ninguno,2013-03-19
30,350000,6569.5,764,1,3.0,1833000.0,,,1.0,1.0,1,3/2/2021,4/1/2021,Empleado,Bogota,auxiliar nacional contable,,entre uno y cinco años,Indefinido,Mensual,,,Ninguno,2017-09-22
30,400000,7508.0,764,1,3.0,1200000.0,650000.0,300000.0,2.0,,1,3/2/2021,4/1/2021,Empleado,Ibagué,Operador de corte,Arrendada,entre uno y cinco años,Termino fijo,Quincenal,Soltero/a,Secundaria,Ninguno,2018-10-01
30,350000,6569.5,764,1,3.0,1129000.0,500000.0,350000.0,,2.0,1,3/2/2021,4/1/2021,Empleado,Bogotá ,vigilante ,Arrendada,entre uno y cinco años,Termino fijo,Mensual,Soltero/a,Técnico,Ninguno,10 04 2019
30,500000,9385.0,763,1,3.0,1400000.0,600000.0,50000.0,1.0,1.0,2,3/3/2021,4/2/2021,Empleado,Medellín ,Jefe de producción ,Arrendada,menos de un año,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2018-03-01
30,400000,7508.0,763,1,2.0,2000000.0,800000.0,150000.0,1.0,1.0,1,3/3/2021,4/2/2021,Independiente,bello,administrador,Propia,entre uno y cinco años,,,Unión Libre,Técnico,Ninguno,
30,500000,9385.0,763,1,4.0,3070742.0,2700000.0,250000.0,,,2,3/3/2021,4/2/2021,Prestador de servicios,Medellin,Apoyo Admisnitrativo,Propia,entre uno y cinco años,,,Soltero/a,Postgrado,Ninguno,2013-03-19
30,400000,7508.0,763,1,3.0,1900000.0,600000.0,250000.0,,,1,3/3/2021,4/2/2021,Empleado,MEDELLIN,ANALISTA  DE CREDITO ,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2016-11-11
30,100000,1877.0,763,0,3.0,2500000.0,1200000.0,100000.0,,,1,5/2/2018,6/1/2018,Empleado,Bogotá,Analista de estadística,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2017-10-02
30,200000,3754.0,762,1,4.0,2000000.0,400000.0,,,,1,3/4/2021,4/3/2021,Independiente,bogota,abogado,Arrendada,entre uno y cinco años,,,Soltero/a,Profesional,Ninguno,
30,500000,9385.0,762,1,2.0,1500000.0,600000.0,800000.0,,1.0,1,3/4/2021,4/3/2021,Empleado,Bogota,Operadora de medios tecnológicos ,Familiar,entre uno y cinco años,Termino fijo,Mensual,Soltero/a,Secundaria,Ninguno,2018-12-02
29,100000,1814.433333,762,0,2.0,800000.0,400000.0,0.0,,,1,5/4/2018,6/2/2018,Empleado,Bogota,Crew,Arrendada,mas de 5 años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2018-05-16
30,500000,9385.0,761,1,4.0,3000000.0,500000.0,300000.0,,,1,3/5/2021,4/4/2021,Independiente,San Gil,Propietario,Familiar,mas de 5 años,,,Soltero/a,Profesional,Ninguno,
30,250000,4692.5,761,1,1.0,2100000.0,400000.0,,2.0,1.0,1,3/5/2021,4/4/2021,Empleado,florencia,auxiliar administrativo,Arrendada,mas de 5 años,Indefinido,Mensual,Casado/a,Tecnólogo,Ninguno,2012-06-04
30,200000,3754.0,761,0,3.0,3000000.0,900000.0,,2.0,2.0,1,2/5/2018,3/7/2018,Empleado,Medellín,Abogado Junior,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Profesional,Ninguno,2018-02-28
30,300000,5631.0,761,0,3.0,1800000.0,500000.0,100000.0,2.0,2.0,1,7/10/2018,8/9/2018,Empleado,bogota,fonoaudiologa especialista salud ocupacional,Familiar,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Postgrado,Ninguno,2017-04-03
30,150000,2815.5,760,0,2.0,1850000.0,560000.0,230000.0,,,1,5/9/2019,6/8/2019,Independiente,Tauramena ,Agricultor,Propia,mas de 5 años,,,Soltero/a,Profesional,Moto,
30,350000,6569.5,760,0,3.0,,,,1.0,0.0,1,5/5/2017,6/4/2017,Empleado,Arboletes,Mostrario en ventas,,menos de un año,Indefinido,Quincenal,,,Ninguno,21 meses
30,280000,5255.6,758,1,1.0,1122000.0,300000.0,500000.0,,,1,3/8/2021,4/7/2021,Empleado,Cartagena,Auxiliar,Familiar,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Profesional,Ninguno,2015-03-05
30,200000,3754.0,758,0,2.0,1500000.0,600000.0,500000.0,3.0,3.0,1,11/8/2018,12/8/2018,Empleado,bogota,auxiliar contable,Familiar,mas de 5 años,Indefinido,Quincenal,Unión Libre,Técnico,Ninguno,2018-11-01
30,500000,9385.0,756,1,3.0,1500000.0,350000.0,,,,1,3/10/2021,4/9/2021,Pensionado,cali,,Familiar,mas de 5 años,,,Soltero/a,Profesional,Ninguno,
30,300000,5631.0,755,1,1.0,1200000.0,300000.0,200000.0,1.0,1.0,1,3/11/2021,4/10/2021,Empleado,Buenaventura,Operadora,Familiar,mas de 5 años,Indefinido,Quincenal,Casado/a,Profesional,Ninguno,2011-12-17
30,300000,5631.0,755,0,1.0,1700000.0,300000.0,200000.0,0.0,0.0,1,8/29/2016,9/28/2016,Empleado,cartagena,tecnico junior,,mas de 5 años,Termino fijo,Mensual,,,Ninguno,2018-01-02
30,130000,2440.1,755,0,2.0,1200000.0,80000.0,,2.0,1.0,1,1/15/2019,2/12/2019,Empleado,Medellin,Tejedor,Arrendada,mas de 5 años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2015-03-11
30,230000,4317.1,751,0,3.0,925000.0,300000.0,,,,1,4/1/2019,5/1/2019,Empleado,Cali,Asesor,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2018-05-02
30,200000,3754.0,751,0,3.0,1000000.0,300000.0,,,,1,4/30/2018,5/30/2018,Empleado,Bogota,Agente,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2016-08-03
30,300000,5631.0,751,0,1.0,1215000.0,300000.0,200000.0,1.0,,1,2/20/2019,3/20/2019,Empleado,Cartagena ,Auxiliar logistico general,Familiar,entre uno y cinco años,Termino fijo,Quincenal,Soltero/a,Secundaria,Ninguno,2015-06-01
30,250000,4692.5,747,0,2.0,4900000.0,2500000.0,,3.0,3.0,1,9/17/2019,10/17/2019,Empleado,soledad,arquitecto diseño,Familiar,entre uno y cinco años,Termino fijo,Quincenal,Unión Libre,Profesional,Carro,2016-05-11
30,500000,9385.0,746,0,1.0,1200000.0,500000.0,,2.0,1.0,1,7/9/2019,8/8/2019,Empleado,Medellin,Asistente de ventas,Propia,mas de 5 años,Indefinido,Mensual,Soltero/a,No tengo,Ninguno,09/04/2014
30,200000,3754.0,745,0,3.0,1200000.0,1200000.0,200000.0,,,1,7/24/2019,8/23/2019,Empleado,Medellin,Auxiliar de Sistemas,Familiar,mas de 5 años,Termino fijo,Mensual,Soltero/a,Tecnólogo,Ninguno,2019-02-13
30,200000,3754.0,744,0,3.0,2000000.0,1500000.0,,2.0,2.0,1,1/11/2018,2/10/2018,Empleado,Funza,asistente,Propia,mas de 5 años,Indefinido,Mensual,Divorciado/a,Técnico,Ninguno,2020-01-24
21,170000,2233.63,744,0,3.0,900000.0,700000.0,900000.0,,,1,5/2/2018,5/23/2018,Empleado,"BOGOTÁ, D.C.",Ejecutivo comercial,Familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2016-11-01
29,250000,4536.083333,744,0,3.0,2000000.0,500000.0,,,,1,12/27/2018,1/23/2019,Empleado,Bogotá ,Asesor,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2011-01-17
30,350000,6569.5,743,1,3.0,1200000.0,600000.0,200000.0,2.0,2.0,1,3/23/2021,4/22/2021,Empleado,Medellín ,Istalador,Familiar,mas de 5 años,Indefinido,Quincenal,Casado/a,Secundaria,Ninguno,2011-11-01
30,500000,9385.0,743,1,2.0,2900000.0,600000.0,200000.0,1.0,,1,3/23/2021,4/22/2021,Empleado,Cartagena,Auxiliar de bodega,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2018-04-10
12,150000,1126.2,742,0,3.0,1100000.0,400000.0,,,,1,7/18/2018,7/30/2018,Empleado,copacabana,Operador Lider,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,2002-02-26
30,200000,3754.0,742,0,2.0,924000.0,450000.0,,2.0,2.0,1,12/13/2018,1/11/2019,Empleado,Bogota,Asesora comercial,Propia,menos de un año,Indefinido,Quincenal,Unión Libre,Secundaria,Ninguno,2015-02-09
30,250000,4692.5,742,0,2.0,1000000.0,300000.0,100000.0,,,1,6/19/2019,7/19/2019,Empleado,Medellín ,Supervisora ,Familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,2019-06-02
30,500000,9385.0,741,1,3.0,2200000.0,800000.0,1000000.0,,,1,3/25/2021,4/24/2021,Empleado,Manizales,Consultor ,Arrendada,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,22/04/2019
30,200000,3754.0,741,0,2.0,1000000.0,350000.0,300000.0,,,1,3/28/2019,4/27/2019,Empleado,Bogotá,Analista Back office,Familiar,menos de un año,Indefinido,Quincenal,Casado/a,Profesional,Ninguno,2018-10-01
30,500000,9385.0,740,0,4.0,,,,0.0,0.0,1,8/3/2018,9/2/2018,Empleado,Bogota,Coordinador de Operaciones,,entre uno y cinco años,Indefinido,Mensual,,,Ninguno,2008-12-15
30,150000,2815.5,740,0,5.0,2000000.0,1000000.0,,1.0,1.0,1,7/21/2015,8/20/2015,Empleado,Pereira,Key Account Manager,Propia,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,No tengo,Ninguno,2017-07-01
30,250000,4692.5,740,0,4.0,2624000.0,1000000.0,,1.0,1.0,1,1/27/2016,2/26/2016,Empleado,JAMUNDI,COORDINADORA,Propia,entre uno y cinco años,Indefinido,Mensual,Soltero/a,No tengo,Moto,2019-05-30
30,430000,8071.1,740,0,4.0,1367000.0,600.0,300.0,1.0,1.0,1,5/25/2017,6/24/2017,Empleado,cartagena,auxiliar de operaciones,Propia,mas de 5 años,Indefinido,Quincenal,Soltero/a,No tengo,Ninguno,3 años y medio
30,170000,3190.9,738,0,3.0,1500000.0,700000.0,2000000.0,,,1,10/25/2018,11/23/2018,Empleado,la palma ,ASISTENTE CONTABLE,Arrendada,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2017-05-01
30,300000,5631.0,738,0,2.0,2400000.0,1200000.0,800000.0,2.0,1.0,1,7/24/2019,8/23/2019,Empleado,"san roque, antioquia",educador rural,Arrendada,entre uno y cinco años,Indefinido,Mensual,Casado/a,Tecnólogo,Moto,2005-07-11
30,500000,9385.0,737,1,3.0,5000000.0,33556000.0,,4.0,4.0,1,3/29/2021,4/28/2021,Independiente,La dorada ,Administración,Arrendada,entre uno y cinco años,,,Unión Libre,Secundaria,Ninguno,
30,350000,6569.5,737,1,1.0,2800000.0,800000.0,,2.0,2.0,1,3/29/2021,4/28/2021,Empleado,Palmira,Subintendente,Arrendada,mas de 5 años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2009-05-04
30,250000,4692.5,737,1,2.0,1400000.0,560000.0,,1.0,1.0,1,3/29/2021,4/28/2021,Empleado,Medellin,Analista,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,2011-04-04
30,200000,3754.0,736,1,3.0,4500000.0,2100000.0,100000.0,,,1,3/30/2021,4/29/2021,Independiente,BOGOTA,ASESOR DE SEGUROS,Familiar,mas de 5 años,,,Soltero/a,Profesional,Carro,
30,500000,9385.0,736,1,3.0,1000000.0,600000.0,500000.0,2.0,1.0,1,3/30/2021,4/29/2021,Empleado,Barranquilla ,Asesor,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Técnico,Moto,2018-07-07
30,400000,7508.0,736,0,3.0,3054000.0,1500000.0,1000000.0,,,1,3/5/2019,4/4/2019,Empleado,Fusagasugá,Docente,Propia,mas de 5 años,Termino fijo,Mensual,Soltero/a,No tengo,Ninguno,2016-07-25
30,150000,2815.5,735,0,3.0,5800000.0,3680000.0,,1.0,1.0,1,9/13/2017,10/13/2017,Empleado,Bogota, Asistente Transferencia Tecnología,Propia,menos de un año,Indefinido,Quincenal,Soltero/a,No tengo,Ninguno,2017-03-02
30,250000,4692.5,735,0,2.0,1900000.0,1000000.0,,,1.0,1,11/1/2018,11/26/2018,Empleado,Bogotá ,Técnico ,Familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2015-03-03
28,200000,3503.733333,734,0,2.0,,,,1.0,1.0,1,3/29/2017,4/26/2017,Empleado,neiva,asistente taller,Propia,mas de 5 años,Indefinido,Mensual,Soltero/a,No tengo,Moto,1 año
30,340000,6381.8,733,0,2.0,1250000.0,820000.0,0.0,1.0,1.0,1,11/18/2019,12/18/2019,Empleado,Bogotá,Guardar de seguridad,Arrendada,mas de 5 años,Termino fijo,Quincenal,Unión Libre,Secundaria,Ninguno,2018-07-06
30,140000,2627.8,733,0,3.0,900000.0,300000.0,,,,1,10/20/2017,11/19/2017,Empleado,Bogota,Lider de reclutamiento,Arrendada,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,
30,200000,3754.0,733,0,2.0,1200000.0,700000.0,,,,1,4/26/2019,5/26/2019,Empleado,Bogotá,Asesor comercial,Familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2017-09-02
30,200000,3754.0,732,0,2.0,1500000.0,800000.0,,3.0,3.0,1,11/28/2017,12/28/2017,Empleado,Barrancas ,Coordinador ,Propia,mas de 5 años,Termino fijo,Quincenal,Casado/a,Profesional,Ninguno,2017-06-08
23,500000,7195.166667,732,0,3.0,2700000.0,560000.0,750000.0,,,1,8/15/2018,9/6/2018,Empleado,ANOLAIMA,ASISTENTE ADMINISTRATIVA,Propia,entre uno y cinco años,Indefinido,Mensual,Casado/a,Postgrado,Carro,2019-07-30
30,300000,5631.0,731,0,2.0,,,,3.0,2.0,1,2/15/2017,3/17/2017,Pensionado,Bucaramanga,,,entre uno y cinco años,,,,,Carro,
30,400000,7508.0,730,1,2.0,1800000.0,500000.0,190000.0,,,1,4/5/2021,5/5/2021,Empleado,Bogotá,Docente,Familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2011-05-06
30,500000,9385.0,729,0,1.0,1150000.0,900000.0,150000.0,2.0,2.0,1,4/1/2020,5/1/2020,Empleado,Medellin,Asesora de ventas,Arrendada,entre uno y cinco años,Indefinido,Mensual,Unión Libre,Técnico,Ninguno,2011-02-05
30,350000,6569.5,728,1,3.0,1100000.0,600000.0,,,,1,4/7/2021,5/7/2021,Empleado,bogota,operador tienda,Familiar,mas de 5 años,Termino fijo,Mensual,Soltero/a,Técnico,Ninguno, 22 de Julio de 2019
30,200000,3754.0,728,1,2.0,1000000.0,600.0,300.0,,,1,4/7/2021,5/7/2021,Empleado,Manizales,Auxiliar de enfermería ,Arrendada,menos de un año,Indefinido,Quincenal,Unión Libre,Técnico,Ninguno,2019-05-30
30,470000,8821.9,728,0,1.0,1150000.0,900000.0,150000.0,2.0,2.0,2,4/2/2020,5/2/2020,Empleado,Medellin,Asesora de ventas,Arrendada,entre uno y cinco años,Indefinido,Mensual,Unión Libre,Técnico,Ninguno,2011-02-05
30,250000,4692.5,727,1,3.0,1761000.0,550000.0,500000.0,,1.0,1,4/8/2021,5/8/2021,Empleado,Cartagena,Asistente Administrativo,Familiar,mas de 5 años,,,Casado/a,Tecnólogo,Ninguno,
30,150000,2815.5,727,0,3.0,1010000.0,300000.0,200000.0,,,1,2/8/2018,3/10/2018,Empleado,BOGOTA,GUARDA DE SEGURIDAD,Propia,entre uno y cinco años,Termino fijo,Mensual,Soltero/a,Secundaria,Moto,05_09_2017
30,200000,3754.0,726,0,2.0,2700000.0,1800000.0,,2.0,2.0,1,1/10/2020,2/9/2020,Empleado,BOGOTA,ADMINISTRATIVO ,Familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2013-05-09
30,450000,8446.5,722,0,3.0,3700000.0,1700000.0,,2.0,2.0,1,8/23/2019,9/22/2019,Empleado,Bogota,Ejecutivo de Cuenta,Familiar,entre uno y cinco años,Indefinido,Mensual,Casado/a,Tecnólogo,Moto,2012-07-10
30,350000,6569.5,721,1,1.0,2000000.0,300000.0,1000000.0,1.0,1.0,1,4/14/2021,5/14/2021,Empleado,Soledad,Asesor comercial,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,2018-08-22
30,500000,9385.0,721,1,3.0,3200000.0,1600000.0,,,,1,4/14/2021,5/14/2021,Independiente,Cali,Fisioterapeuta ,Familiar,mas de 5 años,,,Soltero/a,Profesional,Ninguno,
30,270000,5067.9,721,0,4.0,5250000.0,3500000.0,,,,1,4/10/2019,5/10/2019,Empleado,Bogota,Jefe de comunicaciones,Familiar,menos de un año,Indefinido,Quincenal,Casado/a,Profesional,Ninguno,2014-06-24
29,220000,3991.753333,721,0,3.0,2500000.0,800000.0,1000000.0,,,1,5/17/2018,6/15/2018,Empleado,Medellin,Docente ,Familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2018-01-05
30,400000,7508.0,720,1,3.0,3400000.0,2000000.0,250000.0,,,1,4/15/2021,5/15/2021,Empleado,medellin,Asesor bilingüe de ventas y servicio al cliente,Arrendada,mas de 5 años,,,Soltero/a,Secundaria,Ninguno,
30,250000,4692.5,720,0,3.0,1748000.0,1000000.0,100000.0,1.0,1.0,1,6/25/2018,7/21/2018,Empleado,angostura,asesor integral,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2017-06-21
30,250000,4692.5,719,0,4.0,1500000.0,300000.0,100000.0,1.0,1.0,1,11/18/2019,12/18/2019,Empleado,bogota,directora administrativa,Arrendada,menos de un año,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2017-08-28
30,300000,5631.0,718,0,3.0,,,,1.0,1.0,1,12/20/2017,1/19/2018,Empleado,bello,gestor,,mas de 5 años,Indefinido,Quincenal,,,Ninguno,2015-01-05
30,200000,3754.0,717,0,3.0,1150000.0,480000.0,,1.0,1.0,1,12/13/2017,1/12/2018,Empleado,MEDELLIN,ASISTENTE CONTABLE,,entre uno y cinco años,Indefinido,Quincenal,,,Ninguno,2016-03-15
30,500000,9385.0,716,1,4.0,2100000.0,1500000.0,500000.0,1.0,1.0,1,4/19/2021,5/19/2021,Empleado,Cali,Auxiliar enfermeria,Arrendada,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2010-06-07
30,250000,4692.5,716,1,2.0,1850000.0,450000.0,250000.0,2.0,2.0,1,4/19/2021,5/19/2021,Prestador de servicios,FOMEQUE,AUXILIAR PRESUPUESTO,Familiar,mas de 5 años,,,Casado/a,Técnico,Ninguno,
30,200000,3754.0,716,0,2.0,1200000.0,650000.0,400000.0,2.0,2.0,1,11/6/2020,12/6/2020,Independiente,Bogota,contador publico,Familiar,entre uno y cinco años,,,Soltero/a,Profesional,Ninguno,
28,200000,3503.733333,716,0,4.0,3600000.0,1500000.0,6000000.0,,,1,10/25/2017,11/22/2017,Independiente,Bogota,dueño,Familiar,entre uno y cinco años,,,Soltero/a,Tecnólogo,Carro,
30,250000,4692.5,716,0,5.0,1500000.0,650000.0,1200000.0,2.0,1.0,1,10/9/2018,11/7/2018,Empleado,BOGOTA,OFICIAL DE CUMPLIMIENTO,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Casado/a,Profesional,Ninguno,2017-05-15
30,200000,3754.0,715,1,3.0,1500000.0,600000.0,800000.0,,,1,4/20/2021,5/20/2021,Empleado,medellin,conductor ,Propia,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Profesional,Carro,06-05-2019
30,200000,3754.0,715,0,2.0,1400000.0,1000000.0,100000.0,1.0,,1,8/27/2018,9/23/2018,Empleado,Facatativa,Key account manager,Arrendada,menos de un año,Indefinido,Mensual,Soltero/a,Secundaria,Ninguno,2012-01-10
30,250000,4692.5,714,1,2.0,1400000.0,600000.0,200000.0,1.0,1.0,1,4/21/2021,5/21/2021,Empleado,Bogota,Tecnico locativo,Arrendada,entre uno y cinco años,Indefinido,Mensual,Casado/a,Profesional,Ninguno,2018-04-09
30,500000,9385.0,713,1,3.0,2500000.0,750000.0,670000.0,,2.0,1,4/22/2021,5/22/2021,Independiente, Bogotá,Asesor seguros,Familiar,mas de 5 años,,,Casado/a,Profesional,Ninguno,
30,500000,9385.0,712,1,3.0,2500000.0,700000.0,200000.0,,,1,4/23/2021,5/23/2021,Empleado,Bogotá,Auxiliar Administrativo,Familiar,mas de 5 años,Termino fijo,Mensual,Soltero/a,Técnico,Ninguno,2012-06-20
