PLAZO,CAPITAL,INT CORRIENTE,PRÓXIMA FECHA PAGO,DÍAS MORA,Cuotas en mora,TIPO EMPLEO,TIPO DE VIVIENDA,ESTRATO,AÑOS EN LA VIVIENDA,INGRESOS MENSUALES,GASTOS MENSUALES,INGRESOS ADICIONALES,TIPO DE CONTRATO,PERIODO DE PAGO,ESTADO CIVIL,NIVEL EDUCATIVO,PERSONAS A CARGO,NUMERO DE HIJOS,TIPO DE VEHICULO,NUM.CREDITOS SOLICITADOS,USUARIO RECURRENTE,latitud,longitud,meses_transcurridos
30,250000,4692.5,2019-10-09,1304,1,empleado,propia,2.0,mas de 5 anos,1700000.0,600000.0,,termino fijo,mensual,soltero/a,secundaria,1.0,1.0,ninguno,1,0,5.53528,-73.36778,16.458607095926414
30,200000,3754.0,2019-10-09,1304,1,empleado,familiar,2.0,mas de 5 anos,2000000.0,1200000.0,500000.0,indefinido,mensual,soltero/a,tecnico,,,moto,1,0,3.86528,-67.92389,8.180026281208935
30,350000,6569.5,2019-10-09,1304,1,empleado,familiar,2.0,mas de 5 anos,1340000.0,350000.0,,termino fijo,mensual,soltero/a,secundaria,2.0,2.0,moto,1,0,4.60971,-74.08175,14.586070959264125
30,350000,6569.5,2019-10-09,1304,1,empleado,arrendada,4.0,menos de un ano,2800000.0,1000000.0,800000.0,indefinido,mensual,union libre,postgrado,2.0,2.0,ninguno,1,0,4.43889,-75.23222,168.75821287779237
30,270000,5067.9,2017-09-21,1303,0,empleado,familiar,3.0,mas de 5 anos,2500000.0,100000.0,500000.0,indefinido,mensual,soltero/a,profesional,,,ninguno,1,0,4.60971,-74.08175,24.0
30,200000,3754.0,2019-10-10,1303,1,empleado,arrendada,3.0,entre uno y cinco anos,1200000.0,400000.0,160000.0,indefinido,quincenal,soltero/a,secundaria,,,ninguno,1,0,4.60971,-74.08175,26.21550591327201
30,250000,4692.5,2019-10-10,1303,1,independiente,familiar,4.0,entre uno y cinco anos,4000000.0,2000000.0,500000.0,nan,nan,casado/a,profesional,1.0,1.0,ninguno,1,0,5.54782,-75.64368,
30,100000,1877.0,2019-10-10,1303,1,empleado,familiar,2.0,entre uno y cinco anos,880000.0,500000.0,830000.0,indefinido,quincenal,casado/a,secundaria,2.0,2.0,ninguno,1,0,4.81367,-74.35453,12.81208935611038
30,400000,7508.0,2019-10-10,1303,1,empleado,familiar,2.0,entre uno y cinco anos,1500000.0,450000.0,300000.0,indefinido,quincenal,casado/a,tecnologo,3.0,2.0,moto,1,0,4.60971,-74.08175,30.35479632063075
30,500000,9385.0,2019-10-10,1303,1,empleado,familiar,3.0,mas de 5 anos,2220000.0,1700000.0,500000.0,indefinido,mensual,soltero/a,tecnologo,1.0,2.0,ninguno,1,0,4.60971,-74.08175,147.04336399474377
30,250000,4692.5,2018-10-21,1303,0,empleado,arrendada,3.0,mas de 5 anos,1800000.0,500000.0,,indefinido,quincenal,casado/a,profesional,1.0,2.0,moto,1,0,4.60971,-74.08175,39.81603153745072
30,250000,4692.5,2019-10-11,1302,1,prestador de servicios,arrendada,3.0,menos de un ano,3780000.0,1500000.0,1700000.0,termino fijo,mensual,casado/a,postgrado,,,moto,1,0,4.60971,-74.08175,7.194480946123521
30,450000,8446.5,2019-10-11,1302,1,independiente,familiar,3.0,mas de 5 anos,4000000.0,1000000.0,,nan,nan,casado/a,profesional,,,moto,1,0,4.60971,-74.08175,
30,350000,6569.5,2019-10-11,1302,1,prestador de servicios,arrendada,3.0,entre uno y cinco anos,2300000.0,400000.0,300000.0,nan,nan,soltero/a,profesional,,,ninguno,1,0,4.60971,-74.08175,25.985545335085416
30,150000,2815.5,2019-10-11,1302,1,empleado,familiar,3.0,mas de 5 anos,1885880.0,300000.0,,indefinido,quincenal,soltero/a,secundaria,1.0,1.0,carro,1,0,6.91016,-75.07764,305.91327201051246
30,180000,3378.6,2019-10-12,1301,1,empleado,familiar,3.0,mas de 5 anos,1012000.0,100000.0,120000.0,indefinido,quincenal,soltero/a,tecnologo,,,moto,1,0,4.60971,-74.08175,31.340341655716163
30,320000,6006.4,2019-10-13,1300,1,empleado,propia,3.0,mas de 5 anos,1611000.0,900000.0,400000.0,termino fijo,mensual,union libre,tecnico,2.0,2.0,ninguno,1,0,4.9825,-75.60361,51.77398160315374
30,320000,6006.4,2019-10-13,1300,1,empleado,arrendada,2.0,mas de 5 anos,1291000.0,500000.0,300000.0,indefinido,mensual,soltero/a,tecnologo,,,ninguno,1,0,4.142,-73.62664,30.02628120893561
30,300000,5631.0,2019-10-13,1300,1,empleado,familiar,4.0,mas de 5 anos,4200000.0,1250000.0,650000.0,indefinido,mensual,casado/a,tecnico,,2.0,carro,1,0,4.60971,-74.08175,89.02759526938239
30,170000,3190.9,2019-10-14,1299,1,empleado,familiar,3.0,mas de 5 anos,1114000.0,300000.0,1000000.0,indefinido,mensual,union libre,tecnico,1.0,1.0,ninguno,1,0,4.81333,-75.69611,18.922470433639948
30,150000,2815.5,2018-04-19,1299,0,empleado,familiar,3.0,entre uno y cinco anos,1100000.0,300000.0,,termino fijo,quincenal,union libre,tecnico,1.0,1.0,ninguno,1,0,6.25184,-75.56359,2.4967148488830486
30,100000,1877.0,2018-04-05,1299,0,empleado,familiar,3.0,mas de 5 anos,1060000.0,700000.0,,indefinido,mensual,soltero/a,profesional,,,ninguno,1,0,4.60971,-74.08175,45.07227332457293
30,300000,5631.0,2017-04-07,1298,0,empleado,nan,1.0,entre uno y cinco anos,,,,indefinido,mensual,nan,nan,1.0,1.0,moto,1,0,5.54782,-75.64368,13.0
30,200000,3754.0,2018-01-19,1298,0,prestador de servicios,familiar,3.0,mas de 5 anos,1600000.0,600000.0,200000.0,nan,nan,soltero/a,profesional,,,ninguno,1,0,4.91857,-74.02799,22.601839684625492
30,200000,3754.0,2019-07-26,1298,0,prestador de servicios,familiar,1.0,mas de 5 anos,16000000.0,500000.0,100000.0,nan,nan,soltero/a,tecnico,1.0,1.0,ninguno,1,0,4.60971,-74.08175,65.30880420499344
30,300000,5631.0,2019-10-16,1297,1,empleado,arrendada,4.0,entre uno y cinco anos,4500000.0,2500000.0,500000.0,indefinido,quincenal,union libre,profesional,1.0,1.0,carro,1,0,4.60971,-74.08175,18.298291721419186
30,200000,3754.0,2019-10-16,1297,1,empleado,arrendada,1.0,menos de un ano,1700000.0,1000000.0,400000.0,indefinido,quincenal,union libre,secundaria,2.0,1.0,moto,1,0,8.94617,-75.44275,79.10643889618922
30,200000,3754.0,2019-10-16,1297,1,empleado,arrendada,2.0,menos de un ano,1264000.0,400000.0,100000.0,termino fijo,mensual,soltero/a,secundaria,1.0,1.0,ninguno,1,0,4.60971,-74.08175,9.494086727989487
30,200000,3754.0,2019-10-17,1296,1,empleado,familiar,4.0,entre uno y cinco anos,2500000.0,1000000.0,1200000.0,indefinido,mensual,casado/a,profesional,1.0,1.0,ninguno,1,0,4.60971,-74.08175,36.00525624178712
30,200000,3754.0,2019-10-17,1296,1,empleado,arrendada,3.0,entre uno y cinco anos,1200000.0,400000.0,300000.0,indefinido,quincenal,soltero/a,tecnico,1.0,1.0,ninguno,1,0,7.53941,-72.77238,15.440210249671486
30,200000,3754.0,2019-10-18,1295,1,independiente,propia,3.0,mas de 5 anos,2500000.0,800000.0,1000000.0,nan,nan,soltero/a,profesional,1.0,1.0,carro,1,0,2.9273,-75.28189,
30,220000,4129.4,2019-10-18,1295,1,empleado,arrendada,2.0,entre uno y cinco anos,1518000.0,750000.0,,indefinido,mensual,union libre,secundaria,2.0,2.0,ninguno,1,0,4.57937,-74.21682,8.47568988173456
30,150000,2815.5,2016-01-22,1295,0,empleado,nan,2.0,mas de 5 anos,,,,termino fijo,quincenal,nan,nan,1.0,1.0,ninguno,1,0,6.25184,-75.56359,60.0
30,450000,8446.5,2019-02-14,1294,0,empleado,nan,2.0,mas de 5 anos,3979000.0,2000000.0,650000.0,indefinido,mensual,nan,nan,2.0,2.0,carro,1,0,11.24079,-74.19904,98.68593955321944
30,500000,9385.0,2019-10-19,1294,1,empleado,arrendada,2.0,entre uno y cinco anos,1400000.0,500000.0,200000.0,indefinido,quincenal,soltero/a,secundaria,,1.0,ninguno,1,0,6.25184,-75.56359,30.321944809461236
30,400000,7508.0,2017-04-05,1293,0,empleado,nan,2.0,mas de 5 anos,,,,indefinido,mensual,nan,nan,1.0,1.0,ninguno,1,0,4.60971,-74.08175,24.0
30,250000,4692.5,2019-10-20,1293,1,empleado,arrendada,2.0,mas de 5 anos,1700000.0,500000.0,,termino fijo,mensual,union libre,tecnologo,2.0,1.0,ninguno,1,0,5.33775,-72.39586,19.842312746386334
30,150000,2815.5,2017-05-19,1291,0,independiente,nan,3.0,mas de 5 anos,,,,nan,nan,nan,nan,1.0,1.0,ninguno,1,0,6.18461,-75.59913,
30,230000,4317.1,2019-08-30,1291,0,prestador de servicios,familiar,2.0,entre uno y cinco anos,3500000.0,6000000.0,300000.0,nan,nan,soltero/a,profesional,1.0,1.0,moto,1,0,6.15639,-75.78722,173.42312746386332
30,250000,4692.5,2019-10-23,1290,1,empleado,familiar,2.0,mas de 5 anos,1000000.0,300000.0,100000.0,indefinido,mensual,soltero/a,tecnico,,1.0,ninguno,1,0,4.60971,-74.08175,26.445466491458607
30,180000,3378.6,2017-11-01,1290,0,empleado,nan,3.0,entre uno y cinco anos,,,,termino fijo,quincenal,nan,nan,1.0,1.0,ninguno,1,0,3.26074,-76.53499,0.0
30,250000,4692.5,2019-10-23,1290,1,independiente,arrendada,3.0,entre uno y cinco anos,2600000.0,1600000.0,,nan,nan,union libre,secundaria,1.0,1.0,carro,1,0,5.54782,-75.64368,
30,250000,4692.5,2018-05-30,1290,0,empleado,familiar,2.0,mas de 5 anos,900000.0,100000.0,,indefinido,quincenal,union libre,tecnologo,,,moto,1,0,6.25184,-75.56359,31.14323258869908
30,300000,5631.0,2019-10-24,1289,1,empleado,arrendada,3.0,mas de 5 anos,900000.0,400000.0,800000.0,indefinido,mensual,union libre,secundaria,,,ninguno,1,0,5.54782,-75.64368,53.449408672798945
16,300000,3003.2,2017-03-02,1289,0,prestador de servicios,arrendada,3.0,entre uno y cinco anos,1500000.0,300000.0,600000.0,nan,nan,soltero/a,profesional,1.0,1.0,ninguno,1,0,4.60971,-74.08175,
29,300000,5443.3,2019-10-24,1289,1,empleado,arrendada,3.0,mas de 5 anos,900000.0,400000.0,800000.0,indefinido,mensual,union libre,secundaria,,,ninguno,2,1,5.54782,-75.64368,53.482260183968464
30,200000,3754.0,2018-12-28,1289,0,empleado,arrendada,2.0,mas de 5 anos,2250000.0,1500000.0,,indefinido,quincenal,union libre,tecnologo,1.0,2.0,ninguno,1,0,6.25184,-75.56359,16.09724047306176
30,350000,6569.5,2015-10-01,1289,0,empleado,nan,2.0,menos de un ano,,,,termino fijo,mensual,nan,nan,3.0,4.0,carro,1,0,4.60971,-74.08175,10.0
30,360000,6757.2,2019-10-25,1288,1,empleado,familiar,3.0,mas de 5 anos,1485787.0,500000.0,500000.0,indefinido,mensual,soltero/a,tecnologo,2.0,2.0,moto,1,0,5.06889,-75.51738,47.53613666228647
29,200000,3628.866667,2019-10-25,1288,1,pensionado,arrendada,4.0,mas de 5 anos,1500000.0,900000.0,500000.0,nan,nan,soltero/a,profesional,,,ninguno,1,0,6.25184,-75.56359,
30,200000,3754.0,2018-02-24,1287,0,pensionado,familiar,3.0,mas de 5 anos,800000.0,200000.0,250000.0,nan,nan,viudo/a,secundaria,,1.0,moto,1,0,2.33022,-72.62765,
30,200000,3754.0,2019-10-27,1286,1,empleado,arrendada,2.0,menos de un ano,2500000.0,1000000.0,2000000.0,indefinido,mensual,casado/a,postgrado,2.0,3.0,ninguno,1,0,10.46314,-73.25322,6.307490144546649
30,200000,3754.0,2018-04-12,1286,0,empleado,familiar,2.0,entre uno y cinco anos,1900000.0,300000.0,200000.0,indefinido,mensual,soltero/a,profesional,,1.0,ninguno,1,0,4.60971,-74.08175,30.02628120893561
30,250000,4692.5,2019-10-27,1286,1,empleado,arrendada,1.0,entre uno y cinco anos,1420000.0,700000.0,120000.0,indefinido,mensual,union libre,secundaria,1.0,1.0,ninguno,1,0,4.60971,-74.08175,
30,350000,6569.5,2019-10-27,1286,1,empleado,familiar,3.0,entre uno y cinco anos,1800000.0,700000.0,420000.0,indefinido,mensual,soltero/a,tecnico,,,ninguno,1,0,6.25184,-75.56359,25.36136662286465
30,250000,4692.5,2019-10-27,1286,1,pensionado,familiar,3.0,mas de 5 anos,897170.0,200000.0,400000.0,nan,nan,divorciado/a,secundaria,1.0,2.0,moto,1,0,3.43722,-76.5225,
29,250000,4536.083333,2018-08-15,1284,0,independiente,familiar,3.0,mas de 5 anos,4800000.0,1500000.0,250000.0,nan,nan,divorciado/a,profesional,2.0,2.0,ninguno,1,0,3.53944,-76.30361,
30,500000,9385.0,2019-10-30,1283,1,empleado,familiar,3.0,entre uno y cinco anos,4495000.0,1000000.0,250000.0,indefinido,mensual,soltero/a,profesional,,,ninguno,1,0,10.96854,-74.78132,58.93561103810775
30,200000,3754.0,2019-10-30,1283,1,empleado,propia,2.0,mas de 5 anos,1200000.0,600000.0,,termino fijo,quincenal,union libre,secundaria,2.0,3.0,ninguno,1,0,6.25184,-75.56359,10.216819973718792
30,250000,4692.5,2019-10-30,1283,1,empleado,familiar,3.0,mas de 5 anos,1864000.0,800000.0,,termino fijo,quincenal,union libre,tecnico,2.0,1.0,ninguno,1,0,3.43722,-76.5225,35.18396846254928
30,250000,4692.5,2019-10-31,1282,1,empleado,familiar,3.0,entre uno y cinco anos,2500000.0,700000.0,,indefinido,mensual,soltero/a,profesional,,,moto,1,0,4.81333,-75.69611,8.73850197109067
30,250000,4692.5,2019-10-31,1282,1,independiente,propia,1.0,mas de 5 anos,1300000.0,300000.0,250000.0,nan,nan,soltero/a,secundaria,,3.0,ninguno,1,0,5.00886,-74.47226,80.946123521682
30,400000,7508.0,2019-10-31,1282,1,empleado,familiar,3.0,entre uno y cinco anos,1600000.0,750000.0,,termino fijo,quincenal,soltero/a,tecnico,,,moto,1,0,6.15515,-75.37371,27.529566360052563
30,500000,9385.0,2019-10-31,1282,1,empleado,familiar,3.0,entre uno y cinco anos,4495000.0,1000000.0,250000.0,indefinido,mensual,soltero/a,profesional,,,ninguno,2,1,10.96854,-74.78132,58.96846254927727
30,350000,6569.5,2019-10-31,1282,1,empleado,familiar,3.0,mas de 5 anos,1600000.0,350000.0,200000.0,indefinido,quincenal,soltero/a,profesional,,1.0,moto,1,0,10.91843,-74.76459,45.630749014454665
30,250000,4692.5,2019-11-01,1281,1,empleado,familiar,3.0,mas de 5 anos,1689200.0,605700.0,400000.0,indefinido,quincenal,union libre,tecnologo,,1.0,ninguno,1,0,4.60971,-74.08175,140.2431011826544
30,150000,2815.5,2019-11-01,1281,1,empleado,arrendada,3.0,entre uno y cinco anos,900000.0,400000.0,350000.0,indefinido,mensual,soltero/a,profesional,1.0,1.0,ninguno,1,0,4.60971,-74.08175,4.92772667542707
30,200000,3754.0,2019-11-01,1281,1,empleado,arrendada,3.0,menos de un ano,1300000.0,700000.0,70000.0,indefinido,quincenal,soltero/a,secundaria,1.0,1.0,ninguno,1,0,4.91857,-74.02799,8.114323258869907
30,350000,6569.5,2019-11-01,1281,1,empleado,arrendada,1.0,mas de 5 anos,1422000.0,650000.0,100000.0,indefinido,mensual,casado/a,tecnologo,2.0,2.0,ninguno,1,0,5.54782,-75.64368,106.4060446780552
30,300000,5631.0,2019-11-01,1281,1,empleado,familiar,3.0,entre uno y cinco anos,1600000.0,360000.0,,indefinido,quincenal,union libre,tecnico,1.0,1.0,ninguno,1,0,6.25184,-75.56359,38.370565045992116
30,100000,1877.0,2018-09-09,1280,0,empleado,familiar,3.0,mas de 5 anos,2603000.0,1500000.0,,indefinido,quincenal,soltero/a,profesional,,,carro,1,0,4.60971,-74.08175,63.272010512483575
30,350000,6569.5,2019-11-02,1280,1,empleado,arrendada,3.0,entre uno y cinco anos,1200000.0,800.0,,indefinido,mensual,soltero/a,secundaria,2.0,2.0,ninguno,1,0,4.60971,-74.08175,11.596583442838371
30,500000,9385.0,2019-11-03,1279,1,empleado,propia,3.0,mas de 5 anos,3600000.0,600000.0,450000.0,indefinido,quincenal,soltero/a,no tengo,,,ninguno,1,0,4.60971,-74.08175,127.72667542706965
30,340000,6381.8,2019-11-03,1279,1,empleado,propia,1.0,mas de 5 anos,1700000.0,400.0,100.0,termino fijo,quincenal,soltero/a,secundaria,2.0,1.0,ninguno,1,0,11.24079,-74.19904,57.39159001314061
30,340000,6381.8,2019-11-03,1279,1,empleado,familiar,2.0,mas de 5 anos,1500000.0,1200000.0,200000.0,indefinido,mensual,soltero/a,tecnico,1.0,1.0,ninguno,1,0,4.60971,-74.08175,122.60183968462549
30,240000,4504.8,2019-03-01,1277,0,empleado,arrendada,2.0,mas de 5 anos,2250000.0,1500000.0,,indefinido,quincenal,union libre,tecnologo,1.0,2.0,ninguno,2,1,6.25184,-75.56359,18.134034165571617
30,500000,9385.0,2019-11-06,1276,1,empleado,propia,3.0,mas de 5 anos,2200000.0,800000.0,1450000.0,indefinido,mensual,casado/a,tecnico,2.0,2.0,ninguno,1,0,4.60971,-74.08175,148.16031537450723
30,200000,3754.0,2019-11-06,1276,1,empleado,arrendada,3.0,entre uno y cinco anos,1000000.0,500000.0,200000.0,termino fijo,quincenal,soltero/a,tecnico,2.0,1.0,ninguno,1,0,3.43722,-76.5225,23.850197109067018
30,200000,3754.0,2019-11-06,1276,1,empleado,arrendada,2.0,entre uno y cinco anos,1200000.0,700000.0,100000.0,indefinido,quincenal,casado/a,tecnico,1.0,2.0,ninguno,1,0,6.25184,-75.56359,185.08541392904073
30,100000,1877.0,2019-11-06,1276,1,empleado,familiar,3.0,mas de 5 anos,1300000.0,600000.0,200000.0,indefinido,quincenal,soltero/a,secundaria,1.0,,ninguno,1,0,3.43722,-76.5225,64.35611038107753
30,250000,4692.5,2019-11-06,1276,1,empleado,familiar,3.0,entre uno y cinco anos,1800000.0,800000.0,,indefinido,quincenal,soltero/a,tecnico,1.0,1.0,ninguno,1,0,6.33732,-75.55795,57.16162943495401
30,200000,3754.0,2018-02-18,1276,0,empleado,familiar,2.0,mas de 5 anos,1236000.0,450000.0,300000.0,indefinido,quincenal,soltero/a,tecnologo,,,ninguno,1,0,6.25184,-75.56359,70.13797634691196
30,300000,5631.0,2019-11-07,1275,1,independiente,familiar,2.0,mas de 5 anos,800000.0,200000.0,224000.0,nan,nan,union libre,tecnologo,,2.0,carro,1,0,5.06889,-75.51738,
30,150000,2815.5,2019-11-07,1275,1,empleado,familiar,3.0,entre uno y cinco anos,2300000.0,1300000.0,200000.0,indefinido,mensual,casado/a,profesional,,,carro,1,0,4.60971,-74.08175,17.017082785808146
30,300000,5631.0,2019-11-08,1274,1,empleado,familiar,4.0,menos de un ano,10400000.0,2200000.0,,indefinido,quincenal,soltero/a,profesional,,,ninguno,1,0,6.17591,-75.59174,181.2089356110381
30,300000,5631.0,2017-06-09,1274,0,empleado,propia,2.0,mas de 5 anos,1100000.0,200000.0,100000.0,indefinido,mensual,soltero/a,profesional,1.0,0.0,ninguno,1,0,10.96854,-74.78132,36.0
30,250000,4692.5,2018-10-05,1273,0,empleado,arrendada,3.0,entre uno y cinco anos,1577400.0,530000.0,300000.0,indefinido,mensual,soltero/a,tecnologo,1.0,,ninguno,1,0,3.43722,-76.5225,79.10643889618922
30,400000,7508.0,2018-08-26,1273,0,prestador de servicios,familiar,2.0,entre uno y cinco anos,1500000.0,600000.0,800000.0,indefinido,mensual,union libre,postgrado,1.0,1.0,ninguno,1,0,4.4425,-74.04417,
30,400000,7508.0,2019-11-10,1272,1,empleado,familiar,3.0,entre uno y cinco anos,2700000.0,1200000.0,950000.0,indefinido,mensual,soltero/a,postgrado,,,ninguno,1,0,4.60971,-74.08175,110.97240473061761
30,200000,3754.0,2018-06-17,1272,0,empleado,familiar,2.0,mas de 5 anos,900000.0,100000.0,,indefinido,quincenal,union libre,tecnologo,,,moto,2,1,6.25184,-75.56359,31.734559789750328
30,160000,3003.2,2018-09-12,1272,0,empleado,familiar,2.0,mas de 5 anos,1520000.0,550000.0,,termino fijo,quincenal,soltero/a,secundaria,,,ninguno,1,0,4.60971,-74.08175,32.81865965834428
30,200000,3754.0,2018-09-12,1272,0,empleado,familiar,2.0,mas de 5 anos,1458000.0,450000.0,,indefinido,mensual,soltero/a,tecnico,1.0,1.0,ninguno,2,1,7.06222,-73.08644,78.15374507227332
29,200000,3628.866667,2019-05-08,1272,0,empleado,familiar,2.0,mas de 5 anos,1200000.0,400000.0,200000.0,indefinido,mensual,union libre,tecnico,1.0,1.0,ninguno,1,0,4.60971,-74.08175,19.776609724047304
30,180000,3378.6,2017-12-29,1270,0,empleado,arrendada,3.0,menos de un ano,1300000.0,600000.0,200000.0,termino fijo,quincenal,soltero/a,tecnologo,0.0,0.0,ninguno,1,0,4.60971,-74.08175,12.0
30,100000,1877.0,2018-08-11,1269,0,empleado,familiar,1.0,menos de un ano,1162000.0,350000.0,,termino fijo,quincenal,union libre,profesional,1.0,1.0,ninguno,1,0,4.142,-73.62664,136.20236530880422
30,300000,5631.0,2019-11-14,1268,1,empleado,familiar,2.0,mas de 5 anos,950000.0,600000.0,200000.0,indefinido,quincenal,soltero/a,tecnico,1.0,1.0,ninguno,1,0,4.60971,-74.08175,16.59001314060447
30,500000,9385.0,2019-11-15,1267,1,empleado,familiar,3.0,mas de 5 anos,1689200.0,605700.0,400000.0,indefinido,quincenal,union libre,tecnologo,,1.0,ninguno,2,1,4.60971,-74.08175,140.7030223390276
30,250000,4692.5,2019-01-04,1267,0,empleado,familiar,2.0,mas de 5 anos,3500000.0,1500000.0,,termino fijo,mensual,soltero/a,profesional,,,ninguno,1,0,4.60971,-74.08175,40.07884362680684
30,250000,4692.5,2019-11-15,1267,1,independiente,propia,3.0,mas de 5 anos,6000000.0,2000000.0,500000.0,nan,nan,soltero/a,profesional,,,ninguno,1,0,6.25184,-75.56359,
30,300000,5631.0,2019-11-16,1266,1,empleado,familiar,3.0,mas de 5 anos,2300000.0,1800000.0,,termino fijo,mensual,soltero/a,postgrado,2.0,,ninguno,1,0,4.60971,-74.08175,13.66622864651774
30,400000,7508.0,2017-08-05,1266,0,empleado,propia,3.0,entre uno y cinco anos,1100000.0,300.0,,indefinido,mensual,soltero/a,no tengo,0.0,0.0,ninguno,1,0,4.60971,-74.08175,6.0
30,200000,3754.0,2019-11-17,1265,1,empleado,propia,2.0,mas de 5 anos,1200000.0,600000.0,,termino fijo,quincenal,union libre,secundaria,2.0,3.0,ninguno,2,1,6.25184,-75.56359,10.80814717477004
30,200000,3754.0,2019-11-17,1265,1,empleado,arrendada,3.0,entre uno y cinco anos,1400000.0,700000.0,150000.0,indefinido,quincenal,union libre,secundaria,3.0,3.0,ninguno,1,0,4.73245,-74.26419,13.206307490144546
30,380000,7132.6,2019-11-20,1262,1,empleado,familiar,3.0,mas de 5 anos,2400000.0,800000.0,,termino fijo,quincenal,soltero/a,profesional,1.0,1.0,ninguno,1,0,5.4519,-73.81436,53.777923784494085
30,250000,4692.5,2019-11-20,1262,1,empleado,familiar,3.0,mas de 5 anos,1000000.0,400000.0,340000.0,indefinido,quincenal,soltero/a,secundaria,2.0,2.0,moto,1,0,4.57937,-74.21682,33.60709592641261
30,300000,5631.0,2019-11-20,1262,1,empleado,familiar,3.0,mas de 5 anos,2400000.0,800000.0,,termino fijo,quincenal,soltero/a,profesional,1.0,1.0,ninguno,2,1,5.4519,-73.81436,53.777923784494085
30,200000,3754.0,2018-08-18,1262,0,empleado,arrendada,3.0,entre uno y cinco anos,1300000.0,620000.0,390000.0,indefinido,mensual,soltero/a,profesional,1.0,1.0,ninguno,1,0,4.57937,-74.21682,28.18659658344284
30,200000,3754.0,2019-11-21,1261,1,empleado,familiar,3.0,mas de 5 anos,1150000.0,550000.0,,indefinido,mensual,union libre,tecnologo,2.0,1.0,ninguno,1,0,6.15515,-75.37371,110.18396846254927
29,350000,6350.516667,2019-11-21,1261,1,empleado,arrendada,3.0,mas de 5 anos,828000.0,600000.0,500000.0,indefinido,quincenal,union libre,tecnico,3.0,2.0,ninguno,1,0,11.24079,-74.19904,15.505913272010513
30,300000,5631.0,2019-01-16,1261,0,empleado,familiar,2.0,mas de 5 anos,1250000.0,550000.0,200000.0,indefinido,quincenal,union libre,secundaria,1.0,1.0,ninguno,1,0,4.60971,-74.08175,18.593955321944808
30,200000,3754.0,2019-11-22,1260,1,empleado,arrendada,1.0,mas de 5 anos,1300000.0,500009.0,100000.0,termino fijo,quincenal,soltero/a,tecnico,,,ninguno,1,0,3.43722,-76.5225,53.613666228646515
30,430000,8071.1,2019-11-23,1259,1,independiente,familiar,3.0,mas de 5 anos,2850000.0,1600000.0,,prestacion de servicios,mensual,union libre,profesional,1.0,1.0,carro,1,0,4.60971,-74.08175,
30,200000,3754.0,2019-11-24,1258,1,independiente,familiar,3.0,menos de un ano,3500000.0,900000.0,1200000.0,nan,nan,union libre,profesional,1.0,1.0,moto,1,0,4.60971,-74.08175,
30,450000,8446.5,2018-03-14,1258,0,empleado,propia,4.0,mas de 5 anos,1800000.0,600000.0,500000.0,indefinido,mensual,soltero/a,no tengo,1.0,1.0,ninguno,1,0,6.25184,-75.56359,63.042049934296976
30,200000,3754.0,2017-05-11,1257,0,empleado,nan,5.0,mas de 5 anos,,,,indefinido,quincenal,nan,nan,0.0,0.0,ninguno,1,0,6.25184,-75.56359,12.0
30,200000,3754.0,2017-02-05,1257,0,empleado,nan,4.0,entre uno y cinco anos,1285000.0,350000.0,1400000.0,termino fijo,quincenal,nan,nan,0.0,1.0,ninguno,1,0,4.60971,-74.08175,21.944809461235216
30,200000,3754.0,2019-11-27,1255,1,empleado,familiar,1.0,entre uno y cinco anos,1160000.0,360000.0,100000.0,termino fijo,quincenal,soltero/a,tecnico,,,ninguno,1,0,4.60971,-74.08175,27.102496714848883
29,250000,4536.083333,2018-12-01,1255,0,empleado,propia,2.0,entre uno y cinco anos,2471700.0,1000000.0,100000.0,termino fijo,mensual,casado/a,postgrado,1.0,1.0,ninguno,1,0,10.46314,-73.25322,9.95400788436268
30,200000,3754.0,2019-08-24,1255,0,independiente,familiar,5.0,mas de 5 anos,4000000.0,2500000.0,300000.0,nan,nan,soltero/a,tecnico,,,ninguno,1,0,3.43722,-76.5225,
30,500000,9385.0,2016-05-18,1255,0,empleado,nan,1.0,mas de 5 anos,,,,termino fijo,mensual,nan,nan,2.0,2.0,moto,1,0,4.57937,-74.21682,48.0
30,400000,7508.0,2019-11-28,1254,1,empleado,familiar,2.0,mas de 5 anos,1506000.0,800000.0,8000000.0,termino fijo,mensual,soltero/a,tecnico,,,moto,1,0,10.46314,-73.25322,91.29434954007884
29,370000,6713.403333,2019-11-28,1254,1,empleado,familiar,5.0,entre uno y cinco anos,4500000.0,3200000.0,1000000.0,indefinido,mensual,union libre,tecnologo,,2.0,carro,1,0,4.60971,-74.08175,
23,320000,4604.906667,2017-03-05,1254,0,empleado,propia,3.0,mas de 5 anos,,,,indefinido,mensual,soltero/a,no tengo,,,ninguno,1,0,4.60971,-74.08175,108.0
30,500000,9385.0,2019-11-30,1252,1,pensionado,arrendada,3.0,entre uno y cinco anos,1800000.0,1000000.0,,nan,nan,viudo/a,tecnologo,1.0,4.0,ninguno,1,0,4.60971,-74.08175,
30,350000,6569.5,2019-11-30,1252,1,empleado,familiar,3.0,mas de 5 anos,1300000.0,600000.0,,indefinido,mensual,soltero/a,tecnico,,,carro,1,0,4.60971,-74.08175,43.75821287779238
